"","Sub1","Gnas","Ctsd","Kif1a","Tcf25","Aldoa","Pkm","Slc25a3","Hspa8","Rpl41","Gabarapl1","Gm6682","Oxct1","Atp6v0c-ps2","Purb","Atp6v1a","Eif4g2","Rps27a","Ubc","Cltc","Tspan3","Aplp2","Lars2","Tspan7","Ndufa4","Sumo1","Rpl7","Dynlrb1","Ndufv3","Gstm5","Gm15421","Ndufa5","Cox7b","Rnasek","Uqcrh","Ndufb10","Eif4a2","Atp5j2","Ldhb","Atp5f1","Ndufa13","Uqcrc2","Ndufv2","Atp5j","Ndufa11","Ndufa6","Atp6v1f","Ndufb9","Akr1a1","Mdh1","Vdac3","Sod1","BC002163_loc1","Ndufb5","Hspe1","Gpx4","Cox4i1","Npm1","Myl12b","Hint1","Gpi1","Atp6v1e1","Atp5h","Gm5506_loc1","Gabarapl2","Atp5g3","Acot7","Tuba1b","Slc25a4","Chchd2","Atp5b","Prdx2","Ckb","Morf4l2","Tuba1a","Ran","Atp6ap2","Skp1a","Ppp2r1a","Cst3","Ubb","Mdh2","Ndufa12","Pgk1","Atp5a1","Atp5o","Ghitm","Uqcrq","Ndufb8","Cox6a1","Camk2n1","Slc1a2","H2afz","Ubl5","Timm8b","Vps29","Calm1","Ppia","Nap1l1","Grcc10","Tubb5","Rps28","Rps24","Rps15a-ps4","Rpl32","Rps20","Rplp1","Sumo2","Rpl39","Polr2l","Rps29","Cox8a","Vmp1","Tomm7","Tpi1","Atp5l","Atp5e","Mif","Atp5k","Cox7c","Cox6b1","Cox7a2","Usmg5","Cox6c","Atp6v1d","Nedd8","Atpif1","Atp5c1","Scg5","Ndufb4","Uqcr10","Nme1","Ndufc1","Cycs","2010107E04Rik","Ndufa1","Uqcr11","Meg3","Luc7l3","Pea15a","Ttc3","Gdi1","G3bp2","Arl6ip1","Hsp90aa1","Tmod2","Ywhaq","Atxn7l3b","Serinc1","Sparcl1","Hsp90ab1","Ywhaz","Matr3","Actg1","H3f3b","Actb","Gpm6a","Dynll1","Gpm6b","Gstp1","Itm2b","Fkbp1a","Sh3bgrl3","Calm2","Brk1","Nmt1","Capza2","Fth1","Tmsb4x","Slc22a17","Ywhab","Prkar1a","Psap","Tmem30a","Ncam1","Map1a","Dpysl2","Cfl1","App","Map1b","Syt11","Sptbn1","Cpe","Aplp1","2900097C17Rik","Ywhae","Rtn3","Serbp1","Eef1a1","Canx","Pja2","Calm3","Arf1","Trim2","Ppp3ca","Zeb2","Tppp","Tcf4","Gnao1","Gria2","Atp2b1","Rab6a","Ctsb","Prnp","Rtn4","Nptn","Prkcb","Kif1b","Atp2a2","Egr1","Scd2","Hmgcs1","Taldo1","Ctsl","Ptma","Ftl1","Cd81","1810037I17Rik","Prdx1","Malat1","Ptn","Pcdh9","Ptprd","Rnf7","Sf3b1","Eef1b2","Myeov2","Prrc2c","H3f3a","Rps12","Amd2","Ank3","Cisd1","Ndufs7","Oaz1-ps","Eef2","Hsp90b1","Metap2","Naca","Myl6","Sec61g","Ccdc88a","Gnb2l1","Gm15772","Eif4a1","Gabarap","Psmb6","Nme2","Spag9","Rpl23","Rpl19","Eif1","Rpl27","Mapt","Ddx5","Rpl38","Rpl36al","Actr10","Psma3","Erh","Srsf5","Rbm25","Dync1h1","Prpf4b","Hnrnpk","Ndufs6","Sdha","Cetn3","Rps23","Btf3","Vdac2","Selk","Spcs1","Hnrnpc","Dad1","Bnip3l","Tpt1","Mbnl2","Cct5","Pabpc1","Rpl8","Tnrc6b","Rbx1","Tmbim6","Pfdn5","Rpl31-ps12","Rpl35a","Cox17","Rpl24","Son","Gtf2h5","Mpc1","Psmb1","Tceb2","Gm6402","Ndufa7","Rps18","Cox7a2l","Paip2","Pura","Ndufa2","Rps14","BC031181","Ier3ip1","Fau","Hspa5","Rab14","Rpl35","Ssb","Dync1i2","Psmc3","Srp14","Serf2","Hypk","Dstn","Csnk2a1","Eif2s2","Rbm39","Top1","Serinc3","Psma7","Rps21","Sec62","Rps3a1","Csde1","Psma5","Sars","Sep-15","Zranb2","Sdcbp","Rab2a","Sfrs18","Dnaja1","Vcp","Atp6v1g1","Rps6","Tmem59","Scp2","Atp6v0b","Psmb2","Tmem50a","Srrm1","Cdc42","Eif4g3","Minos1","Sdhb","Park7","Kmt2e","Rpl5","Gm13826","Fis1","Arpc1a","Pdap1","Pomp","Hmgb1","Shfm1","Mrps33","Hnrnpa2b1","Cbx3","Mat2a","Cct7","Cnbp","Gm6654","Ndufa3","Rps9","Clcn4-2","Rps5","Rps16","Rpl13a","Ndufc2","Rps3","Fam168a","1110004F10Rik","Rps13","Eif3c","Rplp2","Lamp1","Tmem66","Clcn3","Uba52","Rpl18a","Ndufb7","Tecr","Vps35","Psmd7","Hsbp1","Map1lc3b","Elavl3","Sep-07","Rps25","Psma4","Rpl4","Ppib","Nedd4","Tma7","Rpsa","Ndufb11","Slc25a5","Atp6ap1","Atrx"
"1772071015_C11",34,33,3,6,14,48,4,10,70,4,10,23,10,42,13,29,8,9,11,9,17,7,30,29,27,4,6,10,14,3,8,9,15,3,15,11,36,15,21,16,11,2,10,14,5,10,6,8,7,34,5,3,4,5,4,6,17,2,7,6,5,8,1,6,6,16,13,26,36,5,22,9,24,22,70,7,11,12,9,14,9,8,4,13,18,11,6,8,11,5,12,13,3,8,5,4,90,59,2,3,17,11,6,2,9,9,10,7,7,6,24,10,1,5,6,8,16,31,7,25,24,14,29,13,9,12,11,3,43,7,9,10,16,9,7,13,18,78,6,13,44,23,11,13,93,11,11,25,22,6,66,17,13,26,21,15,63,9,5,7,17,9,4,84,3,0,1,13,45,22,20,12,7,19,26,2,26,7,57,30,22,10,23,7,29,5,27,5,25,14,27,25,6,18,4,9,5,58,10,33,3,18,9,8,12,8,10,2,13,5,9,6,0,6,9,9,19,0,13,1015,0,5,40,2,7,5,1,9,2,0,1,11,5,9,11,7,27,2,4,18,5,5,0,7,9,8,5,4,4,4,10,6,6,15,21,7,2,7,4,11,7,12,6,2,6,12,4,5,4,1,5,5,2,6,4,6,7,4,5,2,6,9,8,2,5,5,2,3,8,13,3,2,5,7,3,5,4,4,8,11,8,3,2,6,12,19,12,11,3,11,3,6,3,5,5,7,4,5,3,10,6,7,11,7,11,8,9,1,6,2,9,5,11,7,4,13,2,3,19,5,4,9,24,3,8,9,6,3,7,9,1,9,5,6,2,8,8,11,7,4,4,9,5,10,3,4,7,10,6,5,16,5,5,4,12,2,2,3,12,6,13,5,17,3,8,10,12,3,13,9,5,8,2,11,3,4,4,3,8,6
"1772071017_D04",36,67,10,30,19,69,17,41,59,8,23,16,17,43,22,77,9,15,17,18,23,12,65,33,60,15,12,7,15,5,14,15,15,6,31,23,48,37,25,18,19,10,15,46,20,21,9,24,25,99,13,11,4,14,9,15,26,9,43,15,15,49,19,16,11,13,16,12,59,3,53,17,30,15,37,6,15,17,15,2,12,21,17,13,44,22,26,23,24,3,63,5,14,13,10,9,137,122,12,13,12,12,6,7,9,4,19,6,4,16,32,30,12,7,41,14,17,32,25,19,39,53,55,27,18,13,44,28,84,18,18,36,22,53,21,15,23,113,9,25,68,21,20,21,89,10,24,23,54,10,109,24,19,27,16,51,49,14,0,17,18,10,11,93,4,9,4,26,40,29,24,24,13,8,26,3,24,18,87,49,50,28,33,8,65,18,56,13,28,28,45,35,7,16,16,2,5,62,22,30,22,23,21,5,21,38,35,23,40,3,10,8,2,5,14,10,6,4,2,846,2,1,0,1,8,4,8,9,2,2,13,13,14,8,15,8,27,15,4,19,13,6,9,9,5,7,7,2,8,14,12,6,5,19,31,14,9,11,6,6,10,10,13,7,9,12,8,2,4,3,6,13,10,9,4,11,17,15,12,8,8,3,7,7,4,7,6,13,8,17,5,10,9,14,4,9,16,24,9,8,10,5,7,10,13,6,17,10,4,11,5,15,3,8,9,3,14,8,9,8,11,10,21,14,8,6,11,5,20,0,2,5,20,6,13,11,4,7,18,8,5,6,16,11,11,12,2,7,10,7,9,21,11,12,1,14,5,25,5,9,5,13,12,20,5,8,3,8,12,19,17,8,7,9,7,11,2,6,15,10,9,4,32,6,7,14,4,6,16,8,6,12,5,10,20,5,7,11,24,7
"1772071017_D06",21,84,18,57,21,59,12,17,64,19,26,22,10,63,12,25,4,11,27,33,7,36,51,41,42,7,5,11,6,7,2,15,12,8,17,7,25,30,21,7,12,5,8,4,3,3,9,10,7,51,11,16,9,8,5,5,10,6,26,10,26,53,14,17,5,18,9,28,43,21,28,12,50,18,55,6,12,10,22,16,12,15,7,8,23,20,22,24,4,9,132,5,4,5,4,6,164,53,10,2,13,5,6,2,12,2,9,4,5,10,11,24,3,10,27,11,17,17,12,22,36,19,21,16,14,8,14,10,94,7,16,18,8,23,8,7,12,217,17,17,83,15,32,15,157,20,19,31,48,7,113,41,20,28,14,67,39,17,4,8,27,13,2,104,7,7,2,18,22,26,31,9,20,2,46,12,21,31,130,73,55,27,29,25,53,29,48,13,41,16,25,65,19,19,46,6,8,59,35,47,29,18,15,12,24,25,33,40,18,28,4,2,3,6,15,9,5,4,5,1466,5,0,3,8,7,6,7,14,2,8,17,23,6,7,3,20,13,9,4,15,2,10,3,7,16,4,3,3,0,5,1,15,4,25,15,9,5,7,2,7,7,9,17,4,9,10,12,5,5,4,8,6,2,12,6,10,17,4,5,10,8,4,10,5,8,9,6,4,11,9,9,6,10,23,0,6,6,4,12,10,9,11,6,3,8,10,22,5,8,11,5,6,5,6,9,12,6,9,14,11,6,2,15,8,11,3,7,4,13,3,18,3,17,14,11,10,4,0,18,5,3,3,13,17,10,5,2,10,6,5,11,7,13,4,4,16,1,16,14,10,8,2,3,11,3,14,1,4,5,15,8,11,6,7,12,5,5,6,11,15,7,7,20,9,4,8,6,14,19,7,3,10,5,18,13,12,4,8,21,17
"1772067082_D07",25,52,11,26,15,72,15,22,45,9,17,14,4,66,11,45,2,6,12,11,22,13,43,28,31,7,3,6,10,5,7,5,15,13,11,10,23,14,9,8,9,4,8,14,2,9,8,10,13,26,6,12,5,5,8,8,15,7,11,6,8,31,5,12,3,28,21,19,28,11,25,11,22,11,41,11,16,16,17,13,9,12,6,11,23,11,18,17,6,3,13,4,5,7,8,8,125,65,5,6,5,9,4,1,3,3,10,9,6,2,14,17,2,4,15,4,20,18,12,3,19,12,18,12,11,8,15,5,27,3,14,14,13,11,2,6,8,91,3,13,45,9,16,11,94,12,6,21,43,18,50,17,13,28,10,25,42,10,3,5,16,7,5,57,2,1,4,14,9,21,30,16,23,12,16,4,17,17,63,64,45,23,29,23,54,15,45,2,47,17,29,27,6,21,6,5,3,37,26,15,6,26,22,24,27,20,1,22,28,8,3,2,1,5,7,3,18,3,4,477,2,2,6,2,5,5,3,8,3,4,7,6,2,9,6,4,16,5,3,14,7,4,3,6,13,5,8,6,10,9,4,6,4,18,15,11,5,4,2,3,5,6,9,3,3,13,12,0,3,3,4,10,12,5,5,6,14,4,9,3,7,4,5,4,4,7,4,2,5,14,4,9,5,12,1,6,5,5,9,10,7,4,7,3,7,2,9,8,2,15,6,6,4,11,8,7,8,11,6,9,7,3,12,6,4,2,8,6,12,4,6,1,12,5,3,5,6,3,11,4,5,7,9,10,3,9,7,3,4,7,4,4,10,8,1,5,1,4,4,4,3,8,13,18,3,4,4,5,6,9,4,8,2,7,6,5,6,5,13,10,8,2,7,11,4,16,6,8,16,7,2,15,1,12,8,0,3,6,12,5
"1772071017_F09",25,80,20,41,42,54,12,29,50,16,29,10,6,77,21,72,13,8,22,25,34,40,41,45,34,6,1,3,2,3,1,10,16,14,7,6,19,19,19,5,14,4,7,10,8,9,4,8,10,79,9,17,5,13,4,8,17,6,32,5,24,37,10,16,8,22,11,51,43,29,36,5,38,24,38,8,29,12,35,7,7,16,3,13,24,19,35,17,9,17,65,0,4,9,4,6,166,44,11,6,14,6,3,0,6,4,11,6,7,6,12,31,4,6,28,8,11,15,12,16,28,16,15,22,14,11,3,3,67,9,15,4,4,15,13,11,20,121,7,22,67,23,31,19,177,28,17,50,54,69,146,43,15,58,8,75,44,7,5,4,24,4,1,63,5,4,4,29,26,45,61,12,49,25,31,12,42,25,133,100,78,22,66,45,77,20,47,14,35,27,21,57,27,42,22,11,12,69,25,36,19,29,23,21,26,38,1,41,25,4,8,3,2,4,27,19,16,3,3,839,4,21,13,5,9,2,3,16,6,2,7,15,9,12,6,12,33,3,5,34,3,8,2,3,23,6,5,4,12,5,5,10,5,21,38,9,3,6,4,6,3,11,24,3,10,7,16,11,3,4,4,7,3,13,5,4,14,8,5,6,7,2,6,12,1,2,2,6,4,9,4,5,10,10,0,1,4,4,10,14,10,3,2,4,9,6,21,6,4,13,7,4,5,2,15,6,13,13,8,7,6,1,15,8,12,4,8,7,10,1,12,3,14,19,7,6,8,2,17,2,4,3,21,12,3,6,5,7,8,1,6,12,9,3,4,12,4,28,8,3,8,13,1,17,3,8,2,4,4,11,10,21,4,8,6,3,9,9,16,4,4,2,34,8,19,8,6,18,20,1,3,3,5,12,9,7,1,18,37,13
"1772071017_A09",29,82,9,40,20,71,26,42,69,7,32,18,17,76,23,77,20,5,25,26,29,37,53,53,61,10,10,17,10,2,4,14,23,16,17,8,32,17,31,16,25,10,9,15,16,20,9,8,21,63,14,12,9,13,10,16,25,6,19,18,14,54,14,23,11,63,16,43,70,13,46,21,31,13,44,11,47,13,28,11,3,17,12,20,48,29,55,17,16,15,127,0,8,3,8,10,249,96,12,7,12,7,1,0,15,6,24,8,10,11,14,28,9,8,45,17,8,15,18,12,36,29,26,23,24,6,24,14,99,14,13,13,6,37,12,11,17,196,12,22,125,38,23,24,147,25,13,58,69,103,148,36,24,70,12,53,72,17,0,12,39,18,4,70,7,11,8,42,38,39,41,25,42,44,15,19,29,37,117,87,92,33,56,26,76,33,79,23,36,30,40,51,15,25,25,13,12,72,38,30,35,36,24,23,29,54,9,44,38,8,12,6,1,2,14,16,13,3,8,829,0,16,24,4,12,5,5,19,3,5,7,27,6,8,11,13,28,15,5,20,9,2,4,7,16,10,9,5,11,11,7,28,6,27,24,10,5,6,7,8,7,11,24,3,10,23,9,4,5,4,8,9,7,10,6,4,25,13,7,16,6,4,13,12,7,4,5,7,13,10,2,5,13,12,2,9,3,6,8,16,17,4,3,9,15,9,24,7,3,14,4,2,8,3,24,7,13,15,4,14,13,2,23,12,23,6,10,11,10,3,14,8,23,21,12,9,12,3,14,5,4,15,22,20,5,13,10,10,13,3,15,7,13,5,6,12,3,16,15,7,21,20,2,21,6,11,4,2,12,20,6,23,9,5,13,3,3,9,23,12,14,2,20,4,20,12,7,11,20,6,4,7,7,25,5,8,6,17,38,9
"1772067094_C05",44,51,16,12,9,101,8,31,43,4,10,13,10,87,32,54,14,11,30,27,27,37,65,19,52,3,6,11,5,4,9,19,15,12,38,19,30,24,31,29,29,9,6,20,6,20,7,7,19,74,26,6,5,8,6,4,7,8,31,7,31,30,4,4,8,40,17,34,27,32,20,9,19,25,115,13,6,10,13,24,5,8,17,10,25,20,36,34,18,10,11,2,6,4,8,5,102,42,7,10,9,14,7,0,3,3,17,5,5,4,37,14,9,8,23,13,26,27,20,17,62,40,32,27,22,10,59,9,93,23,57,46,17,38,22,26,31,53,5,25,55,15,30,42,132,40,55,34,48,52,68,37,5,59,21,45,52,3,0,10,22,3,8,129,3,4,2,14,15,19,25,10,20,38,11,1,17,11,114,61,55,34,87,65,69,15,92,5,78,42,55,32,16,28,5,11,5,21,21,28,11,21,14,15,13,14,1,19,24,1,10,1,1,5,3,6,20,5,6,307,0,16,6,0,4,2,3,0,8,4,14,4,0,4,5,5,22,8,3,31,31,7,4,1,18,1,7,4,10,8,7,7,2,9,35,7,14,7,3,7,5,2,3,4,11,25,27,1,3,2,11,2,9,19,2,6,14,2,9,6,4,4,9,2,6,15,5,10,7,13,8,7,12,12,0,5,6,12,5,7,30,4,7,3,13,8,21,12,0,13,5,17,3,6,9,1,23,5,3,23,12,2,18,6,2,2,10,2,7,8,3,0,13,63,8,25,9,0,35,2,2,6,14,11,10,7,5,7,4,5,1,5,5,6,4,15,14,52,10,10,6,21,12,12,2,6,4,2,5,5,13,7,3,15,8,3,8,12,21,15,9,3,21,12,6,16,10,12,15,0,11,14,2,6,16,1,9,8,17,14
"1772067059_B06",28,144,10,30,48,58,21,27,93,6,12,20,15,86,13,48,14,4,26,16,30,36,4,38,64,5,4,9,22,8,4,22,13,10,16,9,47,19,45,21,19,21,13,42,14,14,6,14,14,60,11,20,12,15,9,24,28,8,16,8,20,34,16,19,16,39,20,32,58,9,42,22,25,16,50,12,23,10,23,19,18,24,13,29,66,14,49,14,14,17,17,1,7,3,10,6,135,81,10,13,10,10,4,2,11,10,19,2,6,2,14,28,5,6,29,22,18,23,19,22,28,33,31,27,18,13,25,15,70,9,22,13,11,19,27,14,10,168,6,17,129,20,23,27,204,8,11,31,58,78,102,26,25,66,6,55,79,6,2,4,36,8,8,68,8,5,5,19,19,28,41,30,36,21,29,22,34,8,109,128,73,22,55,15,61,20,48,19,44,11,40,38,9,46,23,14,8,57,21,20,26,22,26,23,42,45,1,47,26,4,10,6,5,4,8,7,44,3,3,295,2,22,16,2,16,8,12,9,0,3,4,22,10,7,21,17,10,17,7,22,6,10,5,2,5,6,11,13,8,7,10,12,2,21,27,8,8,12,3,5,3,13,14,0,5,9,11,2,2,9,10,14,5,10,7,8,16,11,12,5,13,3,9,5,3,12,4,9,7,18,5,13,7,13,5,10,6,7,14,11,16,4,10,10,15,7,15,9,14,11,3,7,6,3,13,6,10,6,10,8,11,4,28,6,9,2,5,4,17,5,13,7,20,19,9,12,5,2,8,10,10,10,20,11,10,12,9,8,6,2,9,6,13,7,2,6,3,7,10,3,7,10,4,19,14,12,6,3,12,16,9,22,10,8,10,7,5,4,21,4,12,14,13,9,8,14,17,11,28,4,15,12,1,10,5,12,12,11,28,18
"1772067096_E05",70,48,10,28,11,74,29,29,83,12,15,10,18,50,14,48,16,2,17,17,21,20,71,19,79,2,6,13,12,10,8,42,37,6,8,25,37,30,63,16,24,18,12,12,19,8,8,10,10,60,8,6,5,12,15,7,24,6,14,16,7,25,10,10,11,29,17,9,48,9,39,13,33,6,31,11,18,13,9,7,11,25,19,12,31,22,24,41,15,4,3,3,10,7,11,11,171,76,2,7,5,14,3,0,10,1,5,6,4,8,27,14,11,7,34,20,17,16,23,29,34,36,42,20,21,16,29,17,83,27,27,37,25,49,15,19,13,98,4,4,69,15,13,11,149,11,19,23,46,48,110,30,14,49,21,52,46,22,20,8,46,24,4,167,10,23,6,59,78,19,19,12,18,13,12,11,19,7,74,49,77,18,62,31,56,15,34,16,31,13,72,37,23,38,68,13,3,41,15,57,90,18,10,27,27,22,29,29,23,6,18,3,4,5,14,3,16,4,2,1386,8,6,9,15,10,4,10,10,3,3,13,11,15,13,11,8,13,16,4,22,12,5,1,3,14,12,9,7,12,10,7,5,2,14,24,11,8,2,4,6,3,7,11,4,6,8,15,4,4,6,6,7,6,10,8,8,12,8,6,9,13,1,10,7,7,3,4,10,6,21,9,12,13,11,4,11,6,10,4,7,17,3,8,1,11,8,8,14,4,15,7,16,6,8,11,1,19,14,5,6,3,2,25,8,8,7,11,4,10,9,12,5,17,15,7,8,3,1,22,6,5,8,21,23,8,10,14,6,8,9,3,9,8,8,5,18,6,22,5,6,9,21,7,19,6,12,7,8,10,8,12,9,9,7,6,5,10,8,14,11,17,8,14,15,10,28,12,11,20,8,4,15,1,13,11,3,9,11,15,4
"1772066089_C05",20,26,4,15,8,28,11,9,22,4,8,3,5,28,6,33,5,1,2,5,12,7,1,14,33,3,0,7,8,2,9,10,22,12,13,4,23,15,8,4,13,4,5,14,9,5,7,14,9,33,6,7,7,6,4,3,10,7,11,7,9,15,9,17,4,22,13,14,28,11,28,6,12,17,43,11,15,8,11,6,2,13,8,23,17,17,9,12,4,9,5,2,7,7,7,6,124,82,13,7,8,10,4,5,7,5,19,10,4,4,15,26,2,2,14,10,10,12,17,16,20,13,32,10,10,10,12,18,20,7,4,14,6,19,24,4,14,67,6,3,57,10,9,18,66,4,11,12,33,5,56,22,22,37,12,43,60,34,10,13,22,11,6,93,12,5,10,19,60,4,16,12,12,13,13,2,12,0,41,23,21,4,14,10,36,14,19,8,15,14,15,19,14,9,17,7,6,51,11,30,26,8,6,23,7,13,12,16,20,3,4,3,5,4,13,12,6,4,4,272,0,0,21,1,7,2,5,6,6,5,10,5,5,7,16,6,20,4,2,10,4,1,6,3,4,5,7,2,6,15,7,9,2,7,21,6,9,4,8,4,4,8,5,4,10,7,5,4,2,8,6,4,6,12,2,5,7,6,3,6,11,2,6,4,11,8,3,3,4,14,2,4,9,7,6,6,9,4,9,3,5,4,3,7,9,9,5,8,6,9,4,8,5,5,8,3,5,4,6,2,2,5,13,12,2,5,5,4,8,3,8,3,10,2,11,5,3,5,9,7,10,2,10,6,11,5,5,9,4,7,3,13,10,2,8,3,2,15,7,6,1,5,8,13,7,8,6,6,5,7,9,8,3,7,6,11,1,2,8,4,7,3,9,4,2,9,4,3,10,8,2,18,2,8,12,1,10,4,7,6
"1772067094_F04",51,45,6,42,11,61,9,32,32,7,9,3,10,83,20,118,38,9,48,39,24,52,54,18,43,5,0,4,5,0,11,7,10,15,18,10,36,11,21,22,5,7,2,11,12,7,1,2,5,72,1,5,2,2,9,3,8,5,11,4,5,15,9,8,9,14,4,24,38,29,28,15,48,19,67,10,10,18,4,4,6,12,6,10,15,26,11,17,8,11,0,7,7,7,9,8,86,22,1,3,17,9,6,3,2,2,12,2,7,3,21,24,2,2,29,15,6,26,15,7,21,32,24,15,6,24,25,10,62,28,14,8,33,46,10,10,10,7,7,9,50,13,35,18,105,16,36,54,52,40,88,26,10,57,9,36,22,14,3,8,28,7,11,121,5,2,0,10,19,17,31,15,11,28,5,5,56,16,94,45,56,40,24,21,78,21,99,3,54,33,41,31,9,16,7,5,11,27,10,1,3,31,5,7,11,16,4,42,23,0,3,3,0,13,12,2,14,0,6,174,0,7,27,1,22,7,14,9,17,1,16,3,3,4,7,5,30,10,6,22,22,5,0,6,22,8,4,9,3,9,5,7,7,10,39,4,9,8,2,1,1,2,3,1,9,9,16,2,4,9,5,3,0,5,5,11,10,7,7,6,2,0,3,1,2,0,3,4,4,8,3,2,19,8,0,10,9,15,4,7,16,6,2,2,8,4,15,12,3,6,9,12,4,3,8,3,19,5,2,5,8,0,12,18,2,3,9,3,1,2,7,2,0,13,6,1,7,0,28,5,1,3,35,4,15,11,1,0,6,4,1,5,7,5,4,6,5,33,3,16,3,29,1,16,6,16,2,1,13,1,8,12,0,3,4,1,6,3,17,25,12,2,18,22,2,4,9,11,16,4,11,9,0,6,23,9,7,5,14,14
"1772071045_A01",23,26,4,14,5,36,7,20,23,2,7,14,12,37,23,51,8,4,11,8,28,17,21,4,51,1,5,5,9,0,7,10,14,23,16,11,25,17,5,11,19,3,8,17,9,11,6,6,5,52,8,7,8,5,7,4,18,10,8,5,18,20,9,7,5,21,5,6,51,19,20,13,25,5,30,3,16,15,2,8,6,9,11,7,24,11,16,14,6,17,4,0,16,3,2,2,74,53,5,8,4,19,6,3,2,6,17,4,10,4,17,34,7,6,13,15,14,23,17,11,27,21,20,9,15,8,22,12,17,5,12,5,6,27,15,8,7,15,7,2,28,13,10,15,85,2,8,21,24,11,48,30,14,21,11,13,36,7,3,13,33,9,1,45,4,7,9,16,26,12,19,10,5,13,4,3,7,12,37,40,25,10,21,6,25,3,23,7,23,12,21,16,5,11,4,15,4,40,6,2,8,14,3,8,11,31,8,17,25,0,4,3,2,2,13,11,4,2,2,613,0,0,21,3,2,4,9,6,1,8,6,6,6,7,11,8,9,4,4,6,2,3,0,4,12,3,7,4,1,2,5,10,5,9,21,7,6,6,6,4,2,6,5,6,5,2,5,1,2,4,5,2,4,5,4,0,6,1,4,12,5,4,7,2,6,4,4,6,6,10,14,6,3,7,6,4,4,6,3,9,4,5,3,0,8,5,7,14,4,5,4,1,3,3,2,6,7,6,7,2,3,6,13,11,3,5,7,1,3,1,4,3,7,12,13,4,4,2,12,5,3,3,10,6,3,4,3,0,4,8,4,5,5,4,2,12,3,10,4,4,7,14,7,8,3,4,5,9,14,3,15,10,1,7,12,5,4,7,13,4,7,4,8,4,2,9,9,5,8,8,1,12,0,5,7,6,8,2,14,7
"1772071015_C08",36,16,3,36,4,28,13,23,43,9,13,12,13,58,21,49,24,3,35,8,22,22,33,33,56,11,12,4,7,2,7,9,28,4,9,21,31,21,16,9,16,4,7,19,12,8,7,10,11,71,11,13,3,13,2,6,14,10,10,3,15,26,4,7,1,13,3,15,63,13,29,6,16,5,65,6,5,10,7,9,8,13,12,11,23,17,23,15,0,6,4,3,6,2,3,8,61,56,5,10,15,17,5,5,15,2,7,4,12,5,24,15,10,11,12,4,11,18,16,26,49,19,25,16,7,6,23,13,43,6,19,13,11,20,22,8,8,30,5,0,32,15,10,26,94,12,9,25,57,16,83,44,13,35,29,51,19,9,4,4,38,6,2,58,4,4,4,20,19,13,12,5,16,15,15,5,12,8,68,17,44,15,23,7,46,9,32,10,31,18,20,36,7,14,2,4,6,32,9,16,9,18,9,12,8,12,17,38,46,0,2,1,4,11,11,11,8,0,2,580,0,0,6,3,10,7,2,5,6,3,4,8,4,3,4,8,29,13,11,10,15,9,6,5,18,3,6,7,6,7,9,5,2,5,28,11,3,4,6,12,4,3,6,3,6,15,15,4,7,6,6,6,2,9,12,6,3,3,12,20,6,4,2,0,6,12,7,8,8,8,3,5,5,3,5,5,10,4,2,5,20,2,4,9,12,13,7,6,7,2,3,11,3,4,2,3,14,8,6,4,9,12,11,13,7,5,10,3,12,1,4,1,10,21,11,16,2,6,22,0,3,10,4,12,9,9,3,5,7,4,11,6,3,8,4,2,6,15,9,2,6,25,10,11,6,12,3,4,13,7,13,6,5,3,13,4,1,9,16,5,10,2,9,1,4,8,11,7,8,9,9,5,6,8,18,3,4,3,17,11
"1772071045_D06",40,27,2,9,8,41,7,13,41,11,10,10,14,45,16,49,8,3,9,17,11,15,17,24,65,10,4,7,16,4,11,9,19,16,20,13,44,17,31,16,13,16,12,24,6,11,5,21,10,48,10,5,8,12,13,10,18,11,7,9,13,21,15,9,13,16,8,11,43,8,17,18,15,14,34,10,23,19,13,2,9,21,13,16,24,17,21,29,3,4,1,6,14,9,5,11,102,67,7,8,5,13,6,2,7,9,17,11,7,7,22,19,7,8,23,18,16,16,24,29,36,32,42,27,13,8,26,14,32,14,16,13,11,18,13,19,17,29,3,10,28,14,16,9,63,8,12,9,33,9,54,14,14,47,13,18,44,2,3,9,17,6,6,47,4,7,8,17,11,3,21,6,9,6,4,3,14,9,30,13,25,3,13,6,42,9,24,11,30,17,19,12,10,14,2,2,7,29,19,14,7,11,3,5,6,11,7,8,25,1,2,1,1,5,17,15,5,5,4,268,0,5,0,2,10,5,14,9,4,2,7,10,8,3,16,6,14,5,5,13,15,2,6,9,13,2,5,5,2,8,3,0,7,15,22,9,8,4,6,10,2,3,6,2,4,6,10,7,3,7,8,8,4,5,11,4,6,8,11,7,7,0,8,4,6,11,4,5,11,7,10,12,14,16,3,6,17,13,10,7,18,7,11,1,19,6,9,14,9,8,1,12,7,2,6,3,11,8,1,5,12,7,12,15,4,5,5,3,4,2,0,3,8,6,9,11,6,5,11,8,8,6,21,13,2,7,8,2,7,13,3,8,2,10,8,7,7,15,8,5,7,13,12,13,2,0,7,2,15,6,12,7,3,10,1,9,3,11,8,7,13,8,7,3,1,17,9,6,19,8,5,9,2,5,13,2,9,7,11,6
